ID;RN;FN;RP;FP;Sensitivitaet;Spezifitaet;PPV;NPV
3588;67;0;1;4;1.0;0.9436619718309859;0.2;1.0
2566;0;1;0;0;0.0;;;0.0
3591;1;0;1;2;1.0;0.3333333333333333;0.3333333333333333;1.0
2571;0;1;0;0;0.0;;;0.0
527;30;1;0;3;0.0;0.9090909090909091;0.0;0.967741935483871
2576;25;0;1;1;1.0;0.9615384615384616;0.5;1.0
2578;9;1;0;1;0.0;0.9;0.0;0.9
1045;17;0;1;0;1.0;1.0;1.0;1.0
2595;31;0;1;0;1.0;1.0;1.0;1.0
3620;14;0;1;1;1.0;0.9333333333333333;0.5;1.0
3621;8;1;0;0;0.0;1.0;;0.8888888888888888
9774;31;0;1;1;1.0;0.96875;0.5;1.0
3632;6;1;0;0;0.0;1.0;;0.8571428571428571
3635;25;0;1;0;1.0;1.0;1.0;1.0
565;28;1;0;0;0.0;1.0;;0.9655172413793104
2621;44;0;1;2;1.0;0.9565217391304348;0.3333333333333333;1.0
2625;58;0;1;0;1.0;1.0;1.0;1.0
9795;13;0;1;0;1.0;1.0;1.0;1.0
1092;17;0;1;2;1.0;0.8947368421052632;0.3333333333333333;1.0
1093;0;0;1;1;1.0;0.0;0.5;
2630;15;1;0;0;0.0;1.0;;0.9375
2633;9;0;1;2;1.0;0.8181818181818182;0.3333333333333333;1.0
1099;11;0;1;0;1.0;1.0;1.0;1.0
2636;3;1;0;0;0.0;1.0;;0.75
3661;30;1;0;2;0.0;0.9375;0.0;0.967741935483871
2639;29;1;0;2;0.0;0.9354838709677419;0.0;0.9666666666666667
2641;50;0;1;22;1.0;0.6944444444444444;0.043478260869565216;1.0
83;8;1;0;1;0.0;0.8888888888888888;0.0;0.8888888888888888
2650;1;0;1;0;1.0;1.0;1.0;1.0
97;1;0;1;0;1.0;1.0;1.0;1.0
2658;12;0;1;4;1.0;0.75;0.2;1.0
3685;8;0;1;0;1.0;1.0;1.0;1.0
9745;2;0;1;0;1.0;1.0;1.0;1.0
1641;0;0;1;0;1.0;;1.0;
618;16;1;0;2;0.0;0.8888888888888888;0.0;0.9411764705882353
622;6;0;1;0;1.0;1.0;1.0;1.0
1138;14;1;0;0;0.0;1.0;;0.9333333333333333
3701;28;0;1;4;1.0;0.875;0.2;1.0
2581;4;0;1;1;1.0;0.8;0.5;1.0
1302;21;0;1;0;1.0;1.0;1.0;1.0
1164;4;0;1;1;1.0;0.8;0.5;1.0
141;4;0;1;1;1.0;0.8;0.5;1.0
9870;2;0;1;0;1.0;1.0;1.0;1.0
1897;7;1;0;0;0.0;1.0;;0.875
1168;8;0;1;5;1.0;0.6153846153846154;0.16666666666666666;1.0
2545;8;0;1;0;1.0;1.0;1.0;1.0
1175;24;1;0;0;0.0;1.0;;0.96
2712;10;0;1;1;1.0;0.9090909090909091;0.5;1.0
668;22;1;0;0;0.0;1.0;;0.9565217391304348
1181;5;0;1;0;1.0;1.0;1.0;1.0
1183;20;0;1;2;1.0;0.9090909090909091;0.3333333333333333;1.0
5794;30;1;0;0;0.0;1.0;;0.967741935483871
1188;10;0;1;1;1.0;0.9090909090909091;0.5;1.0
9381;1;1;0;0;0.0;1.0;;0.5
8872;5;0;1;3;1.0;0.625;0.25;1.0
1052;32;0;1;0;1.0;1.0;1.0;1.0
1195;0;1;0;0;0.0;;;0.0
1196;18;1;0;3;0.0;0.8571428571428571;0.0;0.9473684210526315
1366;31;1;0;1;0.0;0.96875;0.0;0.96875
2737;5;1;0;0;0.0;1.0;;0.8333333333333334
181;7;0;1;3;1.0;0.7;0.25;1.0
1796;0;0;1;0;1.0;;1.0;
3768;3;0;1;0;1.0;1.0;1.0;1.0
2747;3;0;1;6;1.0;0.3333333333333333;0.14285714285714285;1.0
194;12;0;1;2;1.0;0.8571428571428571;0.3333333333333333;1.0
1221;2;1;0;0;0.0;1.0;;0.6666666666666666
1223;33;0;1;1;1.0;0.9705882352941176;0.5;1.0
1231;17;0;1;5;1.0;0.7727272727272727;0.16666666666666666;1.0
9337;3;0;1;1;1.0;0.75;0.5;1.0
2596;4;0;1;0;1.0;1.0;1.0;1.0
1259;26;0;1;1;1.0;0.9629629629629629;0.5;1.0
1261;3;0;1;1;1.0;0.75;0.5;1.0
9256;25;0;1;7;1.0;0.78125;0.125;1.0
2601;3;0;1;2;1.0;0.6;0.3333333333333333;1.0
1279;1;1;0;2;0.0;0.3333333333333333;0.0;0.5
1284;17;0;1;2;1.0;0.8947368421052632;0.3333333333333333;1.0
1800;0;0;1;0;1.0;;1.0;
1803;43;0;1;0;1.0;1.0;1.0;1.0
1304;17;1;0;10;0.0;0.6296296296296297;0.0;0.9444444444444444
2728;37;0;1;5;1.0;0.8809523809523809;0.16666666666666666;1.0
1317;6;1;0;0;0.0;1.0;;0.8571428571428571
1320;9;0;1;2;1.0;0.8181818181818182;0.3333333333333333;1.0
9519;4;1;0;0;0.0;1.0;;0.8
1337;21;1;0;3;0.0;0.875;0.0;0.9545454545454546
1851;16;0;1;2;1.0;0.8888888888888888;0.3333333333333333;1.0
3909;40;0;1;12;1.0;0.7692307692307693;0.07692307692307693;1.0
3912;11;1;0;1;0.0;0.9166666666666666;0.0;0.9166666666666666
6988;5;0;1;0;1.0;1.0;1.0;1.0
11;1;0;1;0;1.0;1.0;1.0;1.0
1875;2;0;1;0;1.0;1.0;1.0;1.0
1934;0;0;1;0;1.0;;1.0;
9046;17;0;1;5;1.0;0.7727272727272727;0.16666666666666666;1.0
858;1;0;1;1;1.0;0.5;0.5;1.0
3940;23;1;0;0;0.0;1.0;;0.9583333333333334
3944;23;0;1;3;1.0;0.8846153846153846;0.25;1.0
9065;19;1;0;0;0.0;1.0;;0.95
1899;22;0;1;10;1.0;0.6875;0.09090909090909091;1.0
1903;1;0;1;0;1.0;1.0;1.0;1.0
369;7;1;0;4;0.0;0.6363636363636364;0.0;0.875
1911;12;1;0;1;0.0;0.9230769230769231;0.0;0.9230769230769231
1915;11;1;0;5;0.0;0.6875;0.0;0.9166666666666666
1920;1;0;1;0;1.0;1.0;1.0;1.0
398;21;1;0;1;0.0;0.9545454545454546;0.0;0.9545454545454546
1935;3;0;1;0;1.0;1.0;1.0;1.0
3994;4;0;1;0;1.0;1.0;1.0;1.0
1951;9;0;1;2;1.0;0.8181818181818182;0.3333333333333333;1.0
1955;42;0;1;1;1.0;0.9767441860465116;0.5;1.0
9639;2;1;0;0;0.0;1.0;;0.6666666666666666
430;4;0;1;0;1.0;1.0;1.0;1.0
8635;1;0;1;0;1.0;1.0;1.0;1.0
446;25;0;1;2;1.0;0.9259259259259259;0.3333333333333333;1.0
1985;16;0;1;1;1.0;0.9411764705882353;0.5;1.0
1986;7;0;1;1;1.0;0.875;0.5;1.0
2019;2;0;1;0;1.0;1.0;1.0;1.0
490;2;0;1;1;1.0;0.6666666666666666;0.5;1.0
3569;2;1;0;0;0.0;1.0;;0.6666666666666666
3578;27;1;0;6;0.0;0.8181818181818182;0.0;0.9642857142857143
2558;10;0;1;3;1.0;0.7692307692307693;0.25;1.0
